xpoints,ypoints,filename
"952.9411010742188,2399.999755859375,2361.728072070198,914.6694172850415","1799.9998779296875,1396.078369140625,1258.9691287182457,1662.8906375073082",PM-BB-TOWER-0017-C2-M-MJ(2).JPG
"1960.2698974609375,2292.97900390625,2302.25127707542,1969.5421706301079","2736.078369140625,2711.56298828125,2837.4011198007024,2861.9165006600774",PM-BB-TOWER-0005-C1-0-TB(2).JPG
"413.7340393066406,565.2114868164062,571.4174433017442,419.9399957919786","2058.003173828125,2044.2803955078125,2112.7841945063133,2126.5069728266258",PM-BB-TOWER-0007-C1-0-TB(7).JPG
"1774.2191162109375,2225.078369140625,2246.6736659504895,1795.814413020802","145.41171264648438,227.11109924316406,107.93713977935964,26.237753182679953",PM-BB-TOWER-0009-C2-M-I(16).JPG
"2298.0390625,2639.215576171875,2644.3350792342367,2303.1585655623617","50.98041534423828,35.29411315917969,146.64312237390786,162.32942455896645",PM-BB-TOWER-0013-C2-B-I(2).JPG
"1619.60791015625,1941.17626953125,1955.825259599196,1634.256900224196","98.03923797607422,164.70587158203125,94.0460610013282,27.379427395371167",PM-BB-TOWER-0019-C2-B-I(5).JPG
"1603.4859619140625,1614.37890625,1313.016652239583,1302.1237079036455","1977.8828125,2947.381591796875,2950.7675911689103,1981.2688118720353",PM-BB-TOWER-0012-C2-M-I(6).JPG
"160.78436279296875,3843.13720703125,3850.354539924287,168.00169568600603","90.19612884521484,50.98041534423828,728.6874856447313,767.9031991457078",PM-BB-TOWER-0004-C1-0-EP(1).JPG
"1988.235107421875,2584.313720703125,2565.166408357168,1969.0877950759184","270.58819580078125,184.3137664794922,52.023081035056805,138.29751035634587",PM-BB-TOWER-0019-C1-M-I(7).JPG
"994.8944091796875,1012.0477905273438,1103.47776086535,1086.3243795176938","857.6041870117188,807.9033813476562,839.4588687659768,889.1596744300393",PM-BB-TOWER-0008-C1-B-I-BHOPAL(24).JPG
"1704.7261962890625,2604.173583984375,2646.193962190891,1746.7465744955784","574.2474365234375,679.6502075195312,321.07216397624984,215.6693929801561",PM-BB-TOWER-0016-C2-T-I(10).JPG
"68.62738800048828,1347.058937072754,1349.4409182643456,71.00936919207997","2027.45068359375,2019.607421875,2407.8642484128363,2415.7075101315863",PM-BB-TOWER-0018-C2-M-I-BHOPAL(5).JPG
"2025.9996337890625,2627.8515625,2647.4822274324747,2045.6302987215372","241.78663635253906,331.6559143066406,200.18992481107392,110.32064685697236",PM-BB-TOWER-0014-C2-M-I(3).JPG
"496.73199462890625,797.3855590820312,809.2289700244846,508.5754055713597","2402.791015625,2385.361572265625,2589.6574663864485,2607.0869097458235",PM-BB-TOWER-0004-C2-0-TB(2).JPG
"1709.7109375,2011.5447998046875,2003.1025384100685,1701.268676105381","132.76144409179688,89.64237213134766,30.54647216251555,73.66554412296477",PM-BB-TOWER-0013-C1-B-I(12).JPG
"2122.00439453125,2174.2919921875,2048.1459168608903,1995.85831920464","37.841121673583984,2743.72314453125,2746.1607508928264,40.27872803516028",PM-BB-TOWER-0016-C1-M-I(10).JPG
"1560.784423828125,2478.431396484375,2486.762752075268,1569.1157794190178","2050.980224609375,2027.450927734375,2352.375351813902,2375.904648688902",PM-BB-TOWER-0006-C1-B-I(8).JPG
"2688.4755859375,2645.154052734375,2717.3879523676965,2760.7094855708215","1411.8629150390625,1601.8695068359375,1618.3388474612432,1428.3322556643682",DJI_20240112163651_0098_V.JPG
"815.6863403320312,1890.1961669921875,1853.3947778475433,778.884951187387","2525.490234375,2329.41162109375,2127.7401914108777,2323.8188046921277",PM-BB-TOWER-0013-C1-M-I(3).JPG
"779.9564208984375,854.0305786132812,865.2138929078411,791.1397351929974","763.8465576171875,755.1318969726562,850.1894810393107,858.904141683842",PM-BB-TOWER-0009-C1-B-I(1).JPG
"705.88232421875,1568.6273193359375,1627.03439075184,764.2893956346525","2855.971923828125,2503.03076171875,2645.803591734837,2998.744753844212",PM-BB-TOWER-0006-C1-T-I(8).JPG
"219.60787963867188,325.490234375,263.31044835329635,157.42809361696823","1321.568603515625,1764.7056884765625,1779.5628114401243,1336.4257264791868",PM-BB-TOWER-0018-C2-T-I-BHOPAL(4).JPG
"1117.64697265625,1913.7255859375,1857.231903649214,1061.153290367964","2141.17626953125,1925.4901123046875,1716.9769057386816,1932.663062965244",PM-BB-TOWER-0011-C2-B-I(5).JPG
"1605.4619140625,1652.7415771484375,1655.2332962522316,1607.9536331662941","955.0208740234375,951.5186157226562,985.1562373983331,988.6584956991144",PM-BB-TOWER-0008-C1-0-TB(8).JPG
"262.7450256347656,3372.548828125,3792.5117382083877,682.7079357181533","1603.9217529296875,639.2158203125,1992.998574751544,2957.7045073687314",PM-BB-TOWER-0005-C2-M-0(4).JPG
"1398.69287109375,2196.078369140625,2255.7333565933877,1458.3478585465125","2732.461669921875,2993.8994140625,2811.951615983984,2550.513871843359",PM-BB-TOWER-0019-C1-B-I(8).JPG
"382.2248229980469,502.14007568359375,502.14007568359375,382.2248229980469","2218.423828125,2218.423828125,2293.15966796875,2293.15966796875",PM-BB-TOWER-0012-C2-0-TB(5).JPG
"1372.549072265625,1929.41162109375,1927.7967651509787,1370.9342163228537","129.41175842285156,117.64704895019531,41.21058459279132,52.97529406544757",PM-BB-TOWER-0017-C2-T-I(7).JPG
"2188.235107421875,2580.39208984375,2597.1684077519694,2205.0114253300944","66.66671752929688,50.98041534423828,470.3877510835695,486.0740532686281",PM-BB-TOWER-0006-C1-M-I(7).JPG
"1111.61181640625,1596.8125,1568.7936129823186,1083.5929293885686","784.3195190429688,434.0994567871094,395.2816259439888,745.5016881998481",DJI_20240112164700_0162_V.JPG
"1598.84619140625,1387.0330810546875,1600.5406089831308,1812.3537193346933","813.0515747070312,1201.3756103515625,1317.8342619488953,929.510226304364",PM-BB-TOWER-0018-C1-B-JC(1).JPG
"1155.884521484375,1807.3988037109375,1804.8438913574646,1153.329609130902","2249.02197265625,2236.729248046875,2101.3189186838276,2113.6116432932026",PM-BB-TOWER-0012-C2-M-I(6).JPG
"1109.803955078125,2250.980224609375,2284.967382418136,1143.791112886886","1435.2939453125,1337.2548828125,1732.865948148541,1830.905010648541",PM-BB-TOWER-0018-C1-0-TB(8).JPG
"1963.8699951171875,1772.4560546875,1758.561761479844,1949.9757019095316","247.49017333984375,291.8250427246094,231.83701413064824,187.50214474588262",PM-BB-TOWER-0009-C2-M-I(16).JPG
"2274.951904296875,2329.236083984375,2350.744542032311,2296.460362344811","1187.2822265625,1176.775634765625,1287.9029179082402,1298.4095097051152",PM-BB-TOWER-0007-C1-B-I-SS(24).JPG
"2500.554443359375,3523.635009765625,3510.9497615859736,2487.8691951797236","366.43377685546875,626.4722290039062,676.3803513812587,416.3418992328212",PM-BB-TOWER-0008-C1-T-I-BHOPAL(15).JPG
"1352.9410400390625,2462.744873046875,2447.2819898299667,1337.478156822154","1917.6468505859375,1874.509765625,1476.690416472942,1519.8275014338794",PM-BB-TOWER-0011-C1-T-I(3).JPG
"1298.0391845703125,1215.686279296875,1340.1580156497532,1422.5109209231907","1411.7646484375,1780.3919677734375,1808.1994811491547,1439.5721618132172",PM-BB-TOWER-0016-C1-B-I(9).JPG
"1827.450927734375,1843.1373291015625,1677.6724282192274,1661.98602685204","941.1764526367188,1200,1210.0282562149537,951.2047088516725",PM-BB-TOWER-0019-C1-M-I(11).JPG
"1905.8822021484375,1913.7255859375,1965.340758684614,1957.4973748955515","1109.803955078125,1407.843017578125,1406.4846801649062,1108.4456176649062",PM-BB-TOWER-0016-C2-0-EP(3).JPG
"1521.568603515625,1749.0196533203125,1618.398250204999,1390.9472004003114","1262.7451171875,1498.0391845703125,1624.306606422486,1389.0125390396736",PM-BB-TOWER-0010-C1-T-I(7).JPG
"1861.6700439453125,1872.176513671875,1467.5432147842516,1457.0367450576891","2174.784423828125,2933.361328125,2938.9655951163113,2180.3886908194363",PM-BB-TOWER-0012-C1-M-I(2).JPG
"1363.83447265625,1843.1370849609375,1843.1370849609375,1363.83447265625","2230.721435546875,2230.721435546875,2517.1515095999775,2517.1515095999775",PM-BB-TOWER-0012-C1-B-I(4).JPG
"1884.3599853515625,1986.507568359375,2004.1465341385058,1901.9989511306933","2417.945556640625,2412.108642578125,2720.7953393159564,2726.6322533784564",PM-BB-TOWER-0006-C1-T-I(7).JPG
"2100.218017578125,2174.2919921875,2045.8591848888038,1971.7852102794288","307.3192443847656,2865.05322265625,2868.772737112278,311.03875884079343",PM-BB-TOWER-0011-C1-T-I(8).JPG
"1973.60986328125,2165.7919921875,2162.513891832853,1970.331762926603","699.3405151367188,690.7240600585938,617.6090377887283,626.2254928668533",PM-BB-TOWER-0019-C2-B-I(11).JPG
"1908.8095703125,2926.268798828125,2933.710593006935,1916.2513644913101","2238.265380859375,2272.306884765625,2049.8806904119106,2015.8391865056606",PM-BB-TOWER-0009-C2-B-I(1).JPG
"590.5222778320312,622.625732421875,631.5159391378447,599.412484548001","958.8663330078125,950.11083984375,982.7082438108879,991.4637369749504",PM-BB-TOWER-0008-C1-T-I-BHOPAL(1).JPG
"1673.7271728515625,1793.3609619140625,1802.367804246929,1682.734015184429","2209.8671875,2255.609375,2232.0529441719086,2186.3107566719086",PM-BB-TOWER-0019-C1-M-I(3).JPG
"1952.9412841796875,2670.58837890625,2655.3720578279817,1937.7249631014195","294.11761474609375,231.37249755859375,57.335869630818195,120.0809868183182",PM-BB-TOWER-0017-C1-M-I(1).JPG
"1837.771728515625,1684.112548828125,1721.3182498036488,1874.9774294911488","901.17236328125,1090.291259765625,1120.5209068176832,931.4020103333083",PM-BB-TOWER-0015-C2-0-EP(1).JPG
"1766.73828125,2373.809814453125,2476.6274807668206,1869.5559475636956","2168.646484375,2457.998291015625,2242.2827610035893,1952.9309543629643",PM-BB-TOWER-0012-C2-M-I(6).JPG
"1897.697509765625,1936.0029296875,2054.4065781568206,2016.1011582349458","860.2437133789062,1093.35888671875,1073.902832400538,840.7876590606943",PM-BB-TOWER-0019-C2-0-EP(2).JPG
"2713.551513671875,3970.841552734375,3938.9319449451073,2681.6419058826073","1242.3665771484375,1357.0634765625,1706.8517640296536,1592.1548646155911",PM-BB-TOWER-0018-C1-B-I-BHOPAL(1).JPG
"1988.235107421875,2825.48974609375,2721.1059537777155,1883.8513151058407","1847.05859375,2205.882080078125,2449.444214800941,2090.620728472816",PM-BB-TOWER-0016-C2-M-I(1).JPG
"1855.29345703125,1859.0936279296875,1799.7093923549332,1795.9092214564957","1103.2388916015625,1188.7418212890625,1191.3811489083841,1105.8782192208841",PM-BB-TOWER-0009-C1-M-I(5).JPG
"1525.490234375,2449.02490234375,2450.0542567555312,1526.5195887867812","2952.941162109375,2960.7841796875,2839.5751583590372,2831.7321407809122",PM-BB-TOWER-0017-C2-T-I(16).JPG
"2205.61279296875,2167.7890625,1895.6050294698532,1933.4287599386032","42.51561737060547,965.415771484375,954.2607018299382,31.3605477161686",PM-BB-TOWER-0009-C2-M-I(2).JPG
"521.3598022460938,788.017333984375,780.072914026789,513.4153822885078","1985.607177734375,2000.7366943359375,2140.756991928488,2125.6274753269254",DJI_20240111150546_0023_V.JPG(1).JPG
"2509.8037109375,2522.875732421875,2162.5915315826946,2149.5195100983196","1912.615234375,2988.86767578125,2993.243640594577,1916.9911991883266",PM-BB-TOWER-0019-C2-T-I(2).JPG
"2423.52978515625,2580.392333984375,2552.9365273028557,2396.0739784747307","752.9412841796875,776.470703125,959.5091294544103,935.9797105090978",PM-BB-TOWER-0007-C1-T-I-BHOPAL(13).JPG
"1999.8709716796875,1895.9609375,1914.86784060804,2018.7778747877276","1027.8369140625,1118.185302734375,1139.9302057378313,1049.5818170659563",PM-BB-TOWER-0013-C2-M-I(8).JPG
"2121.568603515625,3949.01953125,3927.4110076332445,2099.9600798988695","1405.88232421875,1554.9019775390625,1819.890626019747,1670.8709726994346",PM-BB-TOWER-0010-C1-T-I(1).JPG
"1447.384033203125,1505.1702880859375,1389.1857026212015,1331.399447738389","1225.1397705078125,1456.2850341796875,1485.2811499195147,1254.1358862476397",PM-BB-TOWER-0011-C2-M-I(9).JPG
"1176.470458984375,2570.80615234375,2566.7150344897873,1172.3793411304123","466.33563232421875,479.40753173828125,915.7933597521846,902.7214603381221",PM-BB-TOWER-0007-C1-B-I-SS(17).JPG
"1925.490234375,2499.999755859375,2440.5936724743074,1866.0841509899324","19.607900619506836,194.1176300048828,389.69045370370975,215.18072431833374",PM-BB-TOWER-0012-C2-M-I(10).JPG
"901.960693359375,1808.27880859375,1820.1576845233005,913.8395692889256","549.0195922851562,631.8082885742188,501.76589237579407,418.97719608673157",PM-BB-TOWER-0009-C2-T-I(3).JPG
"2958.60546875,3938.99755859375,3933.4559182009857,2953.0638283572357","1119.785400390625,1145.92919921875,1353.7406363225216,1327.5968374943966",PM-BB-TOWER-AP1-C1-0-TB(7).JPG
"263.77642822265625,280.5869445800781,446.74992671224055,429.9394103548187","1796.669921875,2036.220458984375,2024.5599318870998,1785.0093947777248",PM-BB-TOWER-0018-C2-T-I-BHOPAL(7).JPG
"1066.1182861328125,1108.144775390625,1116.2306944112158,1074.2042051534033","1338.8262939453125,1328.3197021484375,1360.663472176648,1371.170063973523",PM-BB-TOWER-0007-C1-T-I-BHOPAL(13).JPG
"1938,2906,2906,1938","1169,1169,1587,1587",DJI_20240111152103_0124_V.JPG(1).JPG
"701.9607543945312,3029.411376953125,3052.121326149467,724.6707035908736","788.2352294921875,623.5293579101562,944.4425402248257,1109.148411806857",PM-BB-TOWER-0011-C1-T-I(4).JPG
"1956.220703125,1271.1900634765625,1278.3285414026254,1963.359181051063","1303.9080810546875,1383.75830078125,1444.9989099687086,1365.1486902421461",PM-BB-TOWER-0011-C2-B-I(14).JPG
"1577.157958984375,1588.505126953125,1165.3087406687298,1153.9615726999798","2142.929931640625,2989.426025390625,2995.0989168716283,2148.6028231216283",PM-BB-TOWER-0014-C1-T-I(2).JPG
"1843.1370849609375,2740.74072265625,2712.6051317400934,1815.0014940447807","2428.677001953125,2306.67236328125,2099.675243909662,2221.679882581537",PM-BB-TOWER-0019-C1-T-I(10).JPG
"1334.88525390625,1465.1234130859375,1471.2836772942505,1341.045518114563","1597.362060546875,1575.473388671875,1612.127118744349,1634.015790619349",PM-BB-TOWER-0007-C1-B-I-BHOPAL(3).JPG
"1086.2745361328125,2701.960693359375,2715.490370188895,1099.8042129623325","1411.7645263671875,1317.64697265625,1549.9066383966283,1644.0241921075658",PM-BB-TOWER-0006-C2-B-MJ(3).JPG
"1645.6219482421875,1949.6324462890625,1950.7910910008623,1646.7805929539873","2927.641357421875,2931.28955078125,2834.7376081632833,2831.0894148039083",PM-BB-TOWER-0013-C2-T-I(4).JPG
"1654.9019775390625,1945.0980224609375,1602.9688848194928,1312.7728398976178","31.37260627746582,2960.7841796875,2994.676488811037,65.26491540100258",PM-BB-TOWER-0014-C2-T-I(10).JPG
"1961.43115234375,1976.5606689453125,1875.4618498850602,1860.3323332834977","1397.7451171875,1972.66650390625,1975.3270002744582,1400.4056135557082",PM-BB-TOWER-0010-C1-M-I(4).JPG
"1433.2244873046875,2114.052490234375,2121.7591367668156,1440.931133837128","965.5773315429688,927.450927734375,1065.0694871533967,1103.1958909619905",PM-BB-TOWER-0006-C1-0-EP(1).JPG
"1556.8626708984375,1521.568603515625,1126.5580448360313,1161.8521122188438","2168.627197265625,2976.470458984375,2959.2127433660035,2151.3694816472535",PM-BB-TOWER-0013-C1-T-I(5).JPG
"2300.6533203125,3934.64013671875,3938.0473018276025,2304.0604854213525","2260.588623046875,2182.1572265625,2253.13980648244,2331.571202966815",PM-BB-TOWER-0007-C1-M-I-BHOPAL(5).JPG
"2228.728759765625,3169.9453125,3175.626434434088,2234.409881699713","2057.537109375,1985.4866943359375,2059.7009233527547,2131.751338391817",PM-BB-TOWER-0009-C1-M-MJ(1).JPG
"1860.3992919921875,2231.59619140625,2226.1258152761143,1854.9289158620518","1074.7449951171875,1106.6661376953125,1170.278730921427,1138.357588343302",PM-BB-TOWER-0005-C2-T-I(2).JPG
"1320.2613525390625,2385.62060546875,2394.7505733127587,1329.3913203830714","2708.495361328125,2747.711181640625,2499.681288499134,2460.465468186634",PM-BB-TOWER-0016-C1-B-I(13).JPG
"2541.138671875,2673.521728515625,2672.3330005919397,2539.9499439513147","1808.5738525390625,1810.465087890625,1893.673894198899,1891.7826588473365",PM-BB-TOWER-0007-C1-0-TB(3).JPG
"39.21568298339844,1102.3966064453125,1139.740498622965,76.5595751610511","1204.5750732421875,1086.927978515625,1424.4060425798339,1542.0531373063964",PM-BB-TOWER-0007-C1-B-I-SS(5).JPG
"1894.5838623046875,2036.423095703125,1993.391091514814,1851.5518581163765","1047.2779541015625,1052.005859375,2342.9848728421293,2338.256967568692",PM-BB-TOWER-0006-C1-T-I(7).JPG
"1808.42529296875,1924.962646484375,1920.2612084665839,1803.7238549509589","943.63330078125,929.066162109375,891.4545791724361,906.0217178443111",PM-BB-TOWER-0009-C1-M-I(5).JPG
"1313.725341796875,1352.9410400390625,1746.3099754981008,1707.0942772559133","1996.969482421875,2957.753662109375,2941.6977800528766,1980.9136003653764",PM-BB-TOWER-0014-C1-M-I(16).JPG
"3209.520751953125,3417.464111328125,3352.5733887424894,3144.6300293674894","1638.1761474609375,1592.2098388671875,1298.6558150715305,1344.6221236652805",PM-BB-TOWER-0008-C1-B-I-BHOPAL(4).JPG
"0,4000,4000,0","35,35,2945,2945",PM-BB-TOWER-0007-C1-B-I-SS(26).JPG
"2196.350830078125,2412.786865234375,2412.786865234375,2196.350830078125","770.2630004882812,770.2630004882812,709.3246459960938,709.3246459960938",PM-BB-TOWER-0010-C2-B-I(16).JPG
"1899.1182861328125,1760.2022705078125,1756.8862953703906,1895.8023109953906","2296.0869140625,2283.842041015625,2321.461218628885,2333.70609167576",PM-BB-TOWER-0013-C2-M-I(3).JPG
"934.6165771484375,2436.185302734375,2441.0798415882773,939.5111160023397","1410.7008056640625,1565.0166015625,1517.3903269715186,1363.074531073081",DJI_20240112162306_0016_V.JPG
"5.672382354736328,634.7573852539062,670.0233537821222,40.938350882952285","858.2710571289062,935.0682983398438,646.1869327595508,569.3896915486133",PM-BB-TOWER-0018-C1-T-I-BHOPAL(3).JPG
"1532.760009765625,2117.13720703125,2132.4362989134734,1548.0591016478484","343.0276794433594,407.32806396484375,268.28627593547856,203.9858914139942",PM-BB-TOWER-0016-C1-B-I(14).JPG
"1450.773681640625,2468.1630859375,2501.658900088365,1484.2694957914898","2526.40087890625,2682.2490234375,2463.5856154907083,2307.7374709594583",PM-BB-TOWER-0009-C2-M-I(11).JPG
"464.1465759277344,615.0117797851562,613.1302509724742,462.2650471150523","1544.440673828125,1531.9002685546875,1509.2648575213502,1521.8052627947877",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"1961.7783203125,2086.0302734375,2087.1142475289334,1962.8622944039337","1136.1044921875,1140.869384765625,1112.6030816351317,1107.8381890570067",PM-BB-TOWER-0011-C1-M-I(2).JPG
"1709.583740234375,2457.9248046875,2442.7654054938203,1694.4243410406953","761.7589721679688,732.8771362304688,340.09043965005617,368.97227558755617",PM-BB-TOWER-0009-C1-T-I(6).JPG
